"","id","original","processed"
"5892","5892","The U.S. Patent and Trademark Office ""received zero complaints"" about the Washington Redskins name.","the u.s. patent trademark office received zero complaints washington redskins name bloggers"
"5893","5893","""Perdue mismanaged Pillowtex, and nearly 8,000 people got laid off.""","perdue mismanaged pillowtex nearly 8,000 people got laid jack kingston"
"5894","5894","""13 percent of Americans, the lowest ever, are without health care.""","percent americans lowest ever without health care donny deutsch"
"5895","5895","""Justin Amash is rated Michigan’s No. 1 conservative"" by National Right to Life.","justin amash rated michigan conservative national right life justin amash"
"5896","5896","The Obama administration ""manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.""","the obama administration manipulated deportation data make appear border patrol deporting illegal immigrants bush administration lou dobbs"
"5897","5897","Says Rick Scott ""cut education to pay for even more tax breaks for big, powerful, well-connected corporations.""","says rick scott cut education pay even tax breaks big powerful well-connected corporations florida democratic party"
"5898","5898","""Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.""","without financial resources provided hunters protect habitat stop poachers would infrastructure wildlife management kendall jones"
"5899","5899","""Expanding Medicaid would create 63k jobs.""","expanding medicaid would create 63k jobs charlie crist"
"5900","5900","The Obama Administration is suing a Wisconsin company for forcing employees to speak English.","the obama administration suing wisconsin company forcing employees speak english bloggers"
"5901","5901","""If you look at the states where soccer is most popular, they're overwhelmingly blue states, and the states where soccer is least popular are red states.""","look states soccer popular 're overwhelmingly blue states states soccer least popular red states peter beinart"
"5902","5902","""If you're a Mexican, you get sent back. ... But if you're from a noncontiguous country like the Central American countries"" then you can stay in the United States.","'re mexican get sent back ... but 're noncontiguous country like central american countries stay united states henry cuellar"
"5903","5903","The Obama administration estimates the number of children at the border is ""going to increase to 150,000 to 200,000 next year.""","the obama administration estimates number children border going increase 150,000 200,000 next year raul labrador"
"5904","5904","""In the last three years alone, 13 times, the Supreme Court, unanimously, 9-0, including all of the president's liberal picks, have struck down the president's executive orders.""","last three years alone times supreme court unanimously 9-0 including president liberal picks struck president executive orders sean spicer"
"5905","5905","Says Hillary Clinton's health care plan from the 1990s ""had a broader provision in favor of corporate right to back out"" of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.","says hillary clinton health care plan 1990s broader provision favor corporate right back providing contraceptive coverage one created hobby lobby supreme court decision newt gingrich"
"5906","5906","Amid the ""crisis at our southern border,"" there are ""reports of illegal migrants carrying deadly diseases such as … Ebola virus.""","amid crisis southern border reports illegal migrants carrying deadly diseases ebola virus phil gingrey"
"5907","5907","""We cut property taxes for seniors and our middle class.""","cut property taxes seniors middle class charlie crist"
"5908","5908","Obamacare ""already has caused millions of hardworking Virginians to lose their health insurance.""","obamacare already caused millions hardworking virginians lose health insurance barbara comstock"
"5909","5909","""As Jim Doyle’s Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin"" and had laid off 800 workers.","jim doyle commerce secretary mary burke spent 12.5 million dollars buy vacant lot company said plans create jobs wisconsin laid workers scott walker"
"5910","5910","""More than 50 percent of immigrants from (El Salvador, Guatemala and Honduras) use at least one major welfare program once they get here.""","more percent immigrants salvador guatemala honduras use least one major welfare program get bill o'reilly"
"5911","5911","""Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.""","radio marti marti spent million reach less percent cuban population lawrence o'donnell"
"5912","5912","When undocumented children are picked up at the border and ""told to appear later in court ... 90 percent do not then show up.""","when undocumented children picked border told appear later court ... percent show jeff flake"
"5913","5913","Says he ""voted for disaster relief and full funding of FEMA.""","says voted disaster relief full funding fema tom cotton"
"5914","5914","Says Charlie Crist ""voted against raising the minimum wage.""","says charlie crist voted raising minimum wage republican party florida"
"5915","5915","Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""","says alison lundergan grimes supports obamacare cuts billion seniors medicare mitch mcconnell"
"5916","5916","""Teenage births cost Texas taxpayers $1.1 billion in health care, foster care and lost tax revenue in 2010 alone.""","teenage births cost texas taxpayers 1.1 billion health care foster care lost tax revenue alone michael eric dyson"
"5917","5917","""The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.""","the growth rate women-owned businesses texas nearly doubled nation since president obama taken office greg abbott"
"5918","5918","Says ""nothing"" in Obama’s $3.7 billion request to address the child immigrant situation ""actually secures the border.""","says nothing obama 3.7 billion request address child immigrant situation actually secures border steve king"
"5919","5919","Jeff Mann has an ethics complaint against him alleging he used county workers for campaign work, which is an indictable offense.","jeff mann ethics complaint alleging used county workers campaign work indictable offense vernon jones"
"5920","5920","Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.","says mitch mcconnell voted raise medicare costs current kentucky senior 6,000 alison lundergan grimes"
"5921","5921","""All Aboard Florida is receiving millions in Florida taxpayer dollars.""","all aboard florida receiving millions florida taxpayer dollars charlie crist"
"5922","5922","The U.S. Supreme Court is ""five guys who start determining what contraceptions are legal.""","the u.s. supreme court five guys start determining contraceptions legal nancy pelosi"
"5923","5923","""More women are graduating from college now than men.""","more women graduating college men mitch mcconnell"
"5924","5924","Says Ted Cruz ""was just bribed by the Kochs to introduce a bill that would give them and their allies America’s national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.""","says ted cruz bribed kochs introduce bill would give allies america national forests parks public lands open mining drilling fracking logging occupy democrats"
"5925","5925","Florida has the ""third most-regressive tax"" structure.","florida third most-regressive tax structure nan rich"
"5926","5926","Governing magazine has ""estimated that in the states that don’t expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...""","governing magazine estimated states expand medicaid minimum said percent rural hospitals close states ... richard saslaw"
"5927","5927","""Tourism and retirees are the dominant economic engines in our state.""","tourism retirees dominant economic engines state nan rich"
"5928","5928","""North Korea is telling its people that their men’s national team is in the World Cup final.""","north korea telling people men national team world cup final bloggers"
"5929","5929","""Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance.""","every year spend roughly billion tax compliance that roughly budget entire military entirely wasted tax compliance ted cruz"
"5930","5930","""If you look at what we’ve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down.""","look done last several years crime rate actually gone providence number shootings going angel taveras"
"5931","5931","""74 percent of Republicans support the Affordable Care Act.""","percent republicans support affordable care act donna edwards"
"5932","5932","""This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.""","this president offered fewer executive actions almost president preceding presidency recent history beto o'rourke"
"5933","5933","Children are crossing the border because President Barack Obama said ""if you come, you’re going to be able to stay, because we’re not going to enforce the law.""","children crossing border president barack obama said come going able stay going enforce law rick santorum"
"5934","5934","""In New York, your chances of getting murdered are 1 in 25,000. In Honduras, it’s 1 in 14.""","new york chances getting murdered 25,000 honduras cokie roberts"
"5935","5935","Rhode Island's state pension system ""underperformed the median three out of the four years that Mr. [Frank] Caprio was in office.""","rhode island state pension system underperformed median three four years mr. frank caprio office seth magaziner"
"5936","5936","Fox News is ""banned in Canada"" because it violates a law that ""prevents ‘news’ channels from lying to their viewers.""","fox news banned canada violates law prevents news channels lying viewers facebook posts"
"5937","5937","Alaska Sens. Lisa Murkowski and Mark Begich ""vote as much as 80 percent of the time together.""","alaska sens lisa murkowski mark begich vote much percent time together mark begich"
"5938","5938","""Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.""","black voter turnout exceeded rate white voter turnout even states strictest voter laws jason riley"
"5939","5939","Republicans ""went out of the way to praise (Eric) Holder's nomination. ... Not a single Republican senator opposed Eric Holder's nomination.""","republicans went way praise eric holder nomination ... not single republican senator opposed eric holder nomination rush limbaugh"
"5940","5940","Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use ""untrained corrections officers"" rather than deputies to patrol the lakefront.","milwaukee county taxpayers paid 370,000 settle lawsuit decision sheriff david clarke jr. use untrained corrections officers rather deputies patrol lakefront chris moews"
"5941","5941","There are fewer wars, there are fewer people dying in wars ""now than there have been in quite some time.""","there fewer wars fewer people dying wars quite time stu burguiere"
"5942","5942","""The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.""","the increase garbage tax mayor allan fung imposed cranston people much kenneth block"
"5943","5943","""For the first time in history, (Thor’s) hammer is being held by a woman.""","for first time history thor hammer held woman whoopi goldberg"
"5944","5944","Under Gov. Tom Corbett, ""Pennsylvania ranks 49th in job creation.""","under gov tom corbett pennsylvania ranks 49th job creation fresh start"
"5945","5945","Kasim Reed has kept every promise he made as a candidate.","kasim reed kept every promise made candidate kasim reed"
"5946","5946","Former President George W. Bush and former Vice President Dick Cheney are ""unable to visit Europe due to outstanding warrants.""","former president george bush former vice president dick cheney unable visit europe due outstanding warrants facebook posts"
"5947","5947","""Latinos now make up the majority population in Texas.""","latinos make majority population texas roberto alonzo"
"5948","5948","""Literally, by the time a child is 18 years of age, they've killed over 100,000 people in video games and other online things.""","literally time child years age 've killed 100,000 people video games online things mark o'mara"
"5949","5949","Says Rick Scott’s per-pupil education spending is ""about $200 less"" than what it was under Charlie Crist during the recession.","says rick scott per-pupil education spending less charlie crist recession charlie crist"
"5950","5950","Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States.","says drug cartels using social media offer rebates children central america get smuggled united states henry cuellar"
"5951","5951","""We've recovered (from the recession) faster and come farther than almost any other advanced country on Earth.""","'ve recovered recession faster come farther almost advanced country earth barack obama"
"5952","5952","Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""","compared president obama president reagan rushed home santa barbara vacation reagan ranch korean jetliner shot air russians kate obenshain"
"5953","5953","The number of jobs created and people lifted out of poverty during Bill Clinton’s presidency was ""a hundred times"" what it was under President Ronald Reagan.","the number jobs created people lifted poverty bill clinton presidency hundred times president ronald reagan hillary clinton"
"5954","5954","Says a new report shows the ""devastating tax hikes (in the health care law) will have on middle-class Kentuckians.""","says new report shows devastating tax hikes health care law middle-class kentuckians mitch mcconnell"
"5955","5955","Says Jason Carter has ""gotten David Axelrod to come down and be his campaign advisor.""","says jason carter gotten david axelrod come campaign advisor nathan deal"
"5956","5956","Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously ""caught four times and released.""","says 9-year-old girl recently raped austin texas guy previously caught four times released glenn beck"
"5957","5957","More than 3,000 homicides were committed by ""illegal aliens"" over the past six years.","more 3,000 homicides committed illegal aliens past six years rick perry"
"5958","5958","""We know how to stop AIDS: persuade men not to have sex with men.""","know stop aids persuade men sex men bryan fischer"
"5959","5959","Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.""","says former federal reserve chairman alan greenspan said workers insecure healthy society 'll serve masters gladly passively facebook posts"
"5960","5960","Says Common Core is a federal mandate.","says common core federal mandate joe leibham"
"5961","5961","U.S. Senate candidate Michelle Nunn ""earned as much as $300,000 running a nonprofit that had laid off 90 workers.""","u.s. senate candidate michelle nunn earned much 300,000 running nonprofit laid workers ending spending action fund"
"5962","5962","""The so-called defense minister of the People's Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.""","the so-called defense minister people republic donetsk ... actually posted bragging social media posting shot military transport and became apparent civilian pulled social media john kerry"
"5963","5963","When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were ""skyrocketing.""","when new hampshire legislature raised gasoline tax gas prices state skyrocketing club growth"
"5964","5964","Obama’s 2012 policy on younger immigrants ""created these children coming across"" the border.","obama policy younger immigrants created children coming across border lou dobbs"
"5965","5965","""We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.""","less crime rio grande valley major texas cities juan chuy hinojosa"
"5966","5966","Says his ""Act 10 reforms"" have ""saved the taxpayers some $3 billion.""","says act reforms saved taxpayers billion scott walker"
"5967","5967","At ""least a quarter of those apprehended"" at the border ""have criminal records.""","least quarter apprehended border criminal records david dewhurst"
"5968","5968","""A golf course closes somewhere in America every 48 hours.""","golf course closes somewhere america every hours bryant gumbel"
"5969","5969","San Antonio is ""now the largest city in the United States ever to have an African American woman mayor.""","san antonio largest city united states ever african american woman mayor henry cisneros"
"5970","5970","""We’ve had about 3,000 murders"" in connection with lax border security.","3,000 murders connection lax border security greg abbott"
"5971","5971","A tax plan promoted by North Carolina Senate candidate Thom Tillis will ""overwhelmingly benefit the wealthy.""","tax plan promoted north carolina senate candidate thom tillis overwhelmingly benefit wealthy patriot majority usa"
"5972","5972","Women ""own just 1 percent of the world’s land.""","women percent world land oxfam ireland"
"5973","5973","""There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.""","there states republicans charge refused implement state health insurance exchange debbie wasserman schultz"
"5974","5974","The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""","the united states leading nation world highest amount doubt conventional wisdom climate change rush limbaugh"
"5975","5975","The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Domino's or Pizza Hut.","the u.s. court appeals fourth circuit compared health care law buying pepperoni ham pizza domino pizza hut debbie wasserman schultz"
"5976","5976","""With Rick Scott, there are more funds for preschool education.""","with rick scott funds preschool education republican party florida"
"5977","5977","""Ninety percent"" of people living in Gaza ""don’t have access even to water.""","ninety percent people living gaza access even water rula jebreal"
"5978","5978","Says Rick Scott cut ""Bright Futures scholarships in half.""","says rick scott cut bright futures scholarships half charlie crist"
"5979","5979","""By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.""","estimates percent 50,000 central american children crossed border illegally year sent home jeb bush"
"5980","5980","The Obama administration's policies ""have reduced minority dropout rate by 25 percent.""","the obama administration policies reduced minority dropout rate percent joe biden"
"5981","5981","Because of the current immigration crisis, Republicans want to ""repeal"" a 2008 law that President George W. Bush signed and ""want to be on record as not wanting to protect children from ... sex trafficking.""","because current immigration crisis republicans want repeal law president george bush signed want record wanting protect children ... sex trafficking lawrence o'donnell"
"5982","5982","The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.","the milwaukee police department seized nearly many firearms year much larger new york city police department edward flynn"
"5983","5983","Under President Ronald Reagan, illegal immigrants ""were not pouring in like"" they are now.","under president ronald reagan illegal immigrants pouring like deirdre imus"
"5984","5984","The state of New York is the ""worst in the nation in economic recovery.""","the state new york worst nation economic recovery rob astorino"
"5985","5985","Twenty percent of single adults, ages 21 to 25 with no kids, ""are not working or even in school trying to find a job.""","twenty percent single adults ages kids working even school trying find job paul ryan"
"5986","5986","Says Mark Pryor ""continues to insist"" that Obamacare is ""an amazing success.""","says mark pryor continues insist obamacare amazing success tom cotton"
"5987","5987","Uncompensated care has ""gone down by 30 percent just in the first few months"" of Medicaid expansion in the states that adopted it.","uncompensated care gone percent first months medicaid expansion states adopted george barker"
"5988","5988","Ed Gillespie ""supports a personhood amendment.""","gillespie supports personhood amendment mark warner"
"5989","5989","""This administration is slashing the Navy to pay for more Obamacare.""","this administration slashing navy pay obamacare gillespie"
"5990","5990","Says U.S. House candidate Carlos Curbelo ""opposes the repeal of Obamacare.""","says u.s. house candidate carlos curbelo opposes repeal obamacare macdougall"
"5991","5991","Russia ""has an economy the size of Italy.""","russia economy size italy lindsey graham"
"5992","5992","""I've either balanced every budget or we turned back a surplus.""","'ve either balanced every budget turned back surplus david clarke"
"5993","5993","""The best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight IQ points.""","the best evidence lose use marijuana teenager regularly eight points ruth marcus"
"5994","5994","""97 percent of the 100 poorest counties in America are in red states.""","percent poorest counties america red states facebook posts"
"5995","5995","Says David Perdue made tens of millions of dollars piling a firm with billions in debt.","says david perdue made tens millions dollars piling firm billions debt democratic party georgia"
"5996","5996","David Perdue led efforts to ship thousands of jobs overseas.","david perdue led efforts ship thousands jobs overseas democratic party georgia"
"5997","5997","Says U.S. Senate candidate Joni Ernst does not support ""a national minimum wage.""","says u.s. senate candidate joni ernst support national minimum wage bruce braley"
"5998","5998","""The House of Representatives has never sued a sitting president in all of U.S. history.""","the house representatives never sued sitting president u.s history nancy pelosi"
"5999","5999","Says U.S. Senate candidate Cory Gardner ""blocked immigration reform"" and ""voted to deport our DREAMers.""","says u.s. senate candidate cory gardner blocked immigration reform voted deport dreamers seiu"
"6000","6000","Israel in the last three weeks has ""killed more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006.""","israel last three weeks killed palestinian children total number israeli soldiers killed military operations since jake tapper"
"6001","6001","""The minimum number of infrastructure (needs) in Atlanta is $900 million.""","the minimum number infrastructure needs atlanta million kasim reed"
"6002","6002","""Women in Florida make 83 cents for every dollar a man makes.""","women florida make cents every dollar man makes charlie crist"
"6003","6003","Says Mitch McConnell voted ""two times against the Violence Against Women Act.""","says mitch mcconnell voted two times violence against women act alison lundergan grimes"
"6004","6004","Says Rick Scott ""raised property taxes.""","says rick scott raised property taxes charlie crist"
"6005","6005","""Attorney General Eric Holder’s own Justice Department precleared the voting changes in the 2011 law"" about early voting in Florida.","attorney general eric holder justice department precleared voting changes law early voting florida rick scott"
"6006","6006","Congress is on ""vacation.""","congress vacation barack obama"
"6007","6007","""So many people were critical of Secretary (John) Kerry going to Paris and talking with Hamas,"" because Kerry was seen as ""supporting Hamas to the exclusion of the Arab League.""","many people critical secretary john kerry going paris talking hamas kerry seen supporting hamas exclusion arab league greta van susteren"
"6008","6008","The cost of ""college education has gone up 1,200 percent since 1978.""","the cost college education gone 1,200 percent since cormick lynch"
"6009","6009","Africa is spending ""the highest percentage of their GDP on education of any part of the world.""","africa spending highest percentage gdp education part world michael bloomberg"
"6010","6010","President Barack Obama’s latest executive order ""mandates the apprehension and detention of Americans who merely show signs of ‘respiratory illness.’ ""","president barack obama latest executive order mandates apprehension detention americans merely show signs respiratory illness. bloggers"
"6011","6011","The people who want President Barack Obama impeached ""are all white, they're all older, and guess what, they're in the far right wing of the Republican Party.""","the people want president barack obama impeached white 're older guess 're far right wing republican party juan williams"
"6012","6012","""The music industry is the biggest export from Africa after oil and gas.""","the music industry biggest export africa oil gas banj"
"6013","6013","""The majority of Austinites rent"" the places they live.","the majority austinites rent places live mike martinez"
"6014","6014","Michelle Nunn’s ""foundation directed grants to an Islamic group tied to radical terrorists.""","michelle nunn foundation directed grants islamic group tied radical terrorists ending spending action fund"
"6015","6015","Each Georgia taxpayer would have to send $5,000 to the treasury to cover the state’s debt.","each georgia taxpayer would send 5,000 treasury cover state debt truth accounting"
"6016","6016","""I haven’t really proposed (phasing out aid to Israel) in the past.""","really proposed phasing aid israel past rand paul"
"6017","6017","""There are only about 10 people in the United States Senate who have any real business experience.""","there people united states senate real business experience david perdue"
"6018","6018","""So far, the war in Gaza has left more than 1,800 Palestinians dead -- the population equivalent to 100 9/11s.""","far war gaza left 1,800 palestinians dead population equivalent 9/11s joy reid"
"6019","6019","Says he ""voted for even stronger protections (in the Violence Against Women Act) than Obama's agenda will allow.""","says voted even stronger protections violence against women act obama agenda allow mitch mcconnell"
"6020","6020","""It cost us more to shut the government down than to keep it open.""","cost shut government keep open rand paul"
"6021","6021","Milwaukee County Sheriff David A. Clarke Jr. advised citizens to ""point that barrel center mass and pull the trigger"" because ""911 is not our best option.""","milwaukee county sheriff david clarke jr. advised citizens point barrel center mass pull trigger best option greater wisconsin committee"
"6022","6022","""The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.""","the leader isis imprisoned american troops ordered released iraq obama administration james woods"
"6023","6023","""25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana.""","percent drug-related fatal vehicle accidents u.s. involve marijuana n't let florida pot"
"6024","6024","""Having a baby is a leading cause of poverty spells in the United States.""","having baby leading cause poverty spells united states moms rising"
"6025","6025","Obamacare ""prevents (Florida) from regulating insurance.""","obamacare prevents florida regulating insurance republican party florida"
"6026","6026","Says Charlie Crist rode on a jet that ""belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.""","says charlie crist rode jet belongs serial polluter history environmental violations fined nearly million polluting water republican party florida"
"6027","6027","New Glarus Brewing Co.’s Spotted Cow is available only in Wisconsin.","new glarus brewing co. spotted cow available wisconsin mary burke"
"6028","6028","Points of Light is  ""the world’s largest volunteer organization.""","points light world largest volunteer organization michelle nunn"
"6029","6029","Says Rick Scott took $200,000 in campaign contributions from a company that ""profited off pollution.""","says rick scott took 200,000 campaign contributions company profited pollution nextgen climate"
"6030","6030","Says Rick Scott ""is letting Duke (Energy) keep collecting billions"" despite troubled power plants.","says rick scott letting duke energy keep collecting billions despite troubled power plants nextgen climate"
"6031","6031","Congress is ""on a five-week vacation.""","congress five-week vacation rick perry"
"6032","6032","Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.","opponent glenn hegar expressed pride legislated cuts public school funding mike collier"
"6033","6033","Tyler Perry’s plan to turn a majority of the former Fort McPherson into a film and television studio is expected ""to add over 8,000 new jobs to Atlanta.""","tyler perry plan turn majority former fort mcpherson film television studio expected add 8,000 new jobs atlanta city atlanta"
"6034","6034","""Far more children died last year drowning in their bathtubs than were killed accidentally by guns.""","far children died last year drowning bathtubs killed accidentally guns tucker carlson"
"6035","6035","""If 20 million illegals vote, you can kiss the Second Amendment goodbye.""","million illegals vote kiss second amendment goodbye joe miller"
"6036","6036","""The startup rate of Hispanic businesses is three times the national rate.""","the startup rate hispanic businesses three times national rate libre initiative"
"6037","6037","""More (student-athletes) graduate than the students who aren't student-athletes.""","more student-athletes graduate students n't student-athletes mark emmert"
"6038","6038","Top U.S. intelligence officials have told ""every member of Congress, including the president, we’re about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.""","top u.s. intelligence officials told every member congress including president attacked serious way threat emanating syria iraq lindsey graham"
"6039","6039","The Islamic State, or ISIS, was ""cast off by al-Qaida because"" it was ""considered too extreme.""","the islamic state isis cast al-qaida considered extreme david gregory"
"6040","6040","Says Marilinda Garcia supports ""$150 billion in new taxes.""","says marilinda garcia supports billion new taxes gary lambert"
"6041","6041","""Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.""","over last years real wage growth flatlined policies federal reserve ... driven federal reserve herman cain"
"6042","6042","Wisconsin is ""38th in the country in terms of proficiency standards"" in student testing.","wisconsin 38th country terms proficiency standards student testing mary burke"
"6043","6043","Says Charlie ""Crist made it easier for Duke to take your money.""","says charlie crist made easier duke take money republican party florida"
"6044","6044","In Georgia, Perdue’s company closed plants and moved jobs to China.","georgia perdue company closed plants moved jobs china michelle nunn"
"6045","6045","Says he ""invested over $100 million in worker training.""","says invested million worker training scott walker"
"6046","6046","Virginia Democrats recently enforced voter ID rules that were ""considerably more stringent than those contained in the state law they denounce.""","virginia democrats recently enforced voter rules considerably stringent contained state law denounce mark obenshain"
"6047","6047","""In six years, (U.S. Rep. Gary) Peters introduced zero bills that became law.""","six years u.s. rep. gary peters introduced zero bills became law ending spending action fund"
"6048","6048","""Washington has incentivized the militarization of local police precincts.""","washington incentivized militarization local police precincts rand paul"
"6049","6049","Heroin and prescription opioids are ""the number one cause of accidental or preventable death in Wisconsin.""","heroin prescription opioids number one cause accidental preventable death wisconsin brad schimel"
"6050","6050","Says Mitch McConnell voted ""three times for corporate tax breaks that send Kentucky jobs overseas.""","says mitch mcconnell voted three times corporate tax breaks send kentucky jobs overseas alison lundergan grimes"
"6051","6051","Says of Mitch McConnell, ""What can happen in 30 years? A senator can become a multi-millionaire in public office.""","says mitch mcconnell what happen years senator become multi-millionaire public office alison lundergan grimes"
"6052","6052","Texas prosecutor Rosemary Lehmberg purchased ""72 bottles of vodka in just one store alone, in just over a year.""","texas prosecutor rosemary lehmberg purchased bottles vodka one store alone year sarah palin"
"6053","6053","""The number of SWAT raids have gone up by 1,400 percent since the 1980s.""","the number swat raids gone 1,400 percent since 1980s john oliver"
"6054","6054","""I've been here almost every day.""","'ve almost every day jay nixon"
"6055","6055","Under Rosemary Lehmberg, the ""Travis County D.A.’s office"" convened the grand jury that indicted Rick Perry.","under rosemary lehmberg travis county d.a. office convened grand jury indicted rick perry sarah palin"
"6056","6056","In Ferguson, Mo., ""you've got three black officers and 50 white officers with a town that is 67 percent African-American.""","ferguson mo. 've got three black officers white officers town percent african-american andrea mitchell"
"6057","6057","Says Keene, N.H., requested a ""military-grade armored personnel truck,"" citing their annual Pumpkin Festival as ""a possible target"" for terrorists.","says keene n.h. requested military-grade armored personnel truck citing annual pumpkin festival possible target terrorists john oliver"
"6058","6058","Ponzi schemer Scott Rothstein ""gave hundreds of thousands of campaign cash to control Crist’s appointments of key state judges.""","ponzi schemer scott rothstein gave hundreds thousands campaign cash control crist appointments key state judges republican party florida"
"6059","6059","Says Rick Scott has ""teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist.""","says rick scott teamed felon convicted running ponzi scheme smear charlie crist charlie crist"
"6060","6060","""More whites than blacks are victims of deadly police shootings.""","more whites blacks victims deadly police shootings michael medved"
"6061","6061","Because of President Barack Obama’s failure to ""push job creation,"" the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.","because president barack obama failure push job creation black unemployment rate ferguson mo. three times higher white unemployment rate lou dobbs"
"6062","6062","Documents released by Edward Snowden reveal that American, British and Israeli intelligence agencies worked together to create the Islamic State.","documents released edward snowden reveal american british israeli intelligence agencies worked together create islamic state bloggers"
"6063","6063","Says Gina Raimondo's ""venture capital firm secured a secret no-bid contract funded by taxpayers.""","says gina raimondo venture capital firm secured secret no-bid contract funded taxpayers angel taveras"
"6064","6064","In 2012, there were nearly 12.2 million arrests and only 410 ""uses of deadly force"" by police in the United States.","nearly 12.2 million arrests uses deadly force police united states edward flynn"
"6065","6065","""I was able to go and buy an automatic weapon … Most people can go out and buy an automatic weapon.""","able buy automatic weapon most people buy automatic weapon don lemon"
"6066","6066","Pinnacle Overlook in Southwest Virginia is ""closer to eight other state capitals than to Richmond.""","pinnacle overlook southwest virginia closer eight state capitals richmond tim kaine"
"6067","6067","Under a proposed medical marijuana amendment in Florida, ""you don't get refills -- you get it forever.""","under proposed medical marijuana amendment florida n't get refills get forever drug free america"
"6068","6068","""If black America were a country, it’d be the 15th wealthiest nation in the world.""","black america country 15th wealthiest nation world larry elder"
"6069","6069","Says Thom Tillis ""gives tax breaks to yacht and jet owners.""","says thom tillis gives tax breaks yacht jet owners senate majority pac"
"6070","6070","""Scott Walker gave Wisconsin job creation money to his cronies: corporate friends who contributed to his campaigns"" and got $570 million in job-development incentives","scott walker gave wisconsin job creation money cronies corporate friends contributed campaigns got million job-development incentives greater wisconsin committee"
"6071","6071","Says Michigan U.S. Senate candidate Terri Lynn Land ""said guaranteeing equal pay for women who do the same job as men is not a good idea.""","says michigan u.s. senate candidate terri lynn land said guaranteeing equal pay women job men good idea democratic senatorial campaign committee"
"6072","6072","""Russia has more diversity in its governmental representation than we do in Texas.""","russia diversity governmental representation texas lon burnam"
"6073","6073","Rick Scott took $200,000 from a family that leased land for drilling ""and now he is trying to hide from it.""","rick scott took 200,000 family leased land drilling trying hide nextgen climate"
"6074","6074","Greg Abbott was ""charged with overseeing the state cancer research fund. But he let his wealthiest donors take tens of millions of taxpayer dollars without proper oversight. They showered Abbott with gifts and free vacations.""","greg abbott charged overseeing state cancer research fund but let wealthiest donors take tens millions taxpayer dollars without proper oversight they showered abbott gifts free vacations wendy davis"
"6075","6075","""McDonald’s workers in Denmark have a union. Earn $45,000/year.""","mcdonald workers denmark union earn 45,000/year the other"
"6076","6076","The Obama administration originally ""wanted 10,000 troops to remain in Iraq -- not combat troops, but military advisers, special operations forces, to watch the counterterrorism effort.""","the obama administration originally wanted 10,000 troops remain iraq combat troops military advisers special operations forces watch counterterrorism effort martha raddatz"
